"bathrm","hf_bathrm","heat","ac","rooms","bedrm","ayb","yr_rmdl","eyb","stories","saledate","price","gba","style","grade","cndtn","extwall","roof","intwall","kitchens","fireplaces","landarea","latitude","longitude","nbhd","ward","quadrant"
3,0,"Warm Cool","Y",7,3,1953,NA,1965,1,"2004-10-28",769600,1697,"1 Story","Good Quality","Average","Common Brick","Comp Shingle","Hardwood/Carp",1,1,6600,40.7494417258865,-74.2300728363462,"A2","Ward 3","NW"
2,1,"Hot Water Rad","Y",6,4,1912,2011,1969,2,"2011-09-11",867700,1974,"2 Story","Good Quality","Average","Vinyl Siding","Comp Shingle","Hardwood",1,0,7929,40.7477559623757,-74.2251418681424,"A2","Ward 3","NW"
4,0,"Hot Water Rad","Y",10,5,1920,NA,1960,2.5,"2003-04-02",361800,2598,"2.5 Story Fin","Good Quality","Average","Stucco","Comp Shingle","Hardwood",1,1,3585,40.7563102350553,-74.1761775644132,"A1","Ward 4","NW"
1,1,"Forced Air","Y",6,3,1936,1984,1957,2.25,"2003-12-19",359500,1399,"2.5 Story Unfin","Above Average","Average","Common Brick","Slate","Hardwood",1,1,5000,40.7656394157498,-74.1617577416142,"A7","Ward 4","NW"
2,1,"Hot Water Rad","Y",7,5,1916,2016,1969,2.5,"2009-02-18",761200,2598,"2.5 Story Unfin","Good Quality","Good","Wood Siding","Comp Shingle","Hardwood",1,1,8512,40.7643842502277,-74.1752612952673,"A1","Ward 4","NW"
4,1,"Hot Water Rad","Y",8,4,1910,1995,1992,2.5,"2005-07-03",1850300,2920,"2.5 Story Fin","Superior","Very Good","Shingle","Comp Shingle","Hardwood",1,2,5109,40.7429569044243,-74.2105146497313,"B4","Ward 3","NW"
4,2,"Warm Cool","Y",10,5,1940,2008,2000,2.5,"2015-08-07",2882100,3825,"2.5 Story Fin","Exceptional-B","Good","Common Brick","Slate","Hardwood",1,3,11198,40.72094401552,-74.2267498414176,"A5","Ward 3","NW"
3,0,"Warm Cool","Y",6,3,1900,2007,1969,2.5,"2007-10-25",1167500,2929,"2.5 Story Fin","Good Quality","Good","Stucco","Comp Shingle","Wood Floor",1,1,4000,40.7575377323343,-74.2342183654933,"A2","Ward 3","NW"
3,0,"Forced Air","Y",8,4,1957,NA,1968,1,"2008-11-06",758900,1643,"1 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,2,4914,40.7360746497332,-74.24456425092,"D4","Ward 3","NW"
3,0,"Hot Water Rad","N",10,3,1922,2000,1957,1.5,"2011-07-09",533700,1937,"1.5 Story Fin","Above Average","Good","Shingle","Comp Shingle","Hardwood",1,0,8235,40.7795277828801,-74.1644072965072,"A7","Ward 4","NW"
1,0,"Warm Cool","Y",6,2,1900,1977,1970,2,"2003-07-08",545200,1064,"2 Story","Excellent","Average","Stucco","Metal- Sms","Hardwood",1,1,981,40.7126475562661,-74.2012845626703,"C8","Ward 2","NW"
4,1,"Hot Water Rad","N",11,7,1924,NA,1960,2.5,"2013-06-09",7e+05,3796,"2.5 Story Fin","Good Quality","Average","Common Brick","Comp Shingle","Hardwood",1,1,7600,40.7409569193765,-74.123681242581,"A8","Ward 5","NE"
1,0,"Forced Air","N",6,3,1927,NA,1967,2,"1992-11-01",100200,1134,"2 Story","Above Average","Average","Wood Siding","Comp Shingle","Hardwood/Carp",1,1,3725,40.7318280706683,-74.1201975218633,"F8","Ward 5","NE"
2,1,"Hot Water Rad","Y",6,3,1939,2011,1964,1.5,"2012-04-05",198300,999,"1.5 Story Fin","Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,3686,40.6560161453281,-74.1406328699557,"B7","Ward 8","SE"
4,2,"Warm Cool","Y",12,8,1936,2014,1991,2.5,"2013-10-07",2630400,2856,"2.5 Story Fin","Exceptional-B","Good","Stone","Slate","Hardwood",1,3,12963,40.730576107207,-74.2020206201681,"D8","Ward 3","NW"
1,1,"Hot Water Rad","Y",6,2,1925,NA,1954,2,"2016-06-27",445100,1088,"2 Story","Average","Average","Vinyl Siding","Comp Shingle","Hardwood",1,0,3553,40.7359519979715,-74.1112419915548,"F8","Ward 5","NE"
3,1,"Warm Cool","Y",10,5,1927,2007,1986,3,"2011-02-26",808100,2526,"3 Story","Good Quality","Good","Common Brick","Clay Tile","Hardwood",1,1,4300,40.7658829447513,-74.1798721585624,"A1","Ward 4","NW"
3,1,"Forced Air","Y",8,5,1939,2017,1969,2.25,"2017-08-15",696400,2746,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,2,12254,40.6657156051252,-74.1018236323732,"D2","Ward 7","SE"
2,1,"Warm Cool","Y",7,3,1965,2015,1982,2,"2015-08-28",436900,1368,"Split Foyer","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,0,5000,40.6809207416472,-74.0956690709743,"D2","Ward 7","SE"
2,1,"Forced Air","Y",7,4,1997,NA,2004,2,"1998-04-10",210600,2058,"2 Story","Good Quality","Good","Brick/Siding","Comp Shingle","Carpet",1,1,7502,40.7308694002076,-74.1209669611571,"F8","Ward 5","NE"
2,1,"Forced Air","Y",9,4,2017,NA,2017,2,"2017-08-02",516500,2404,"2 Story","Above Average","Very Good","Vinyl Siding","Comp Shingle","Hardwood",1,0,5040,40.7098922210443,-74.0898891766583,"D6","Ward 7","NE"
2,1,"Warm Cool","Y",4,2,1900,2003,1967,1.5,"2018-03-26",1530500,2442,"1.5 Story Fin","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,0,2244,40.7230258053796,-74.1850753348517,"E5","Ward 2","NW"
3,1,"Warm Cool","Y",8,4,1941,2003,1983,1.75,"2015-08-04",1455200,2702,"2 Story","Superior","Good","Brick/Stone","Slate","Hardwood",1,2,6929,40.7421771504323,-74.2511751422268,"D4","Ward 3","NW"
2,1,"Hot Water Rad","Y",8,3,1938,1989,1947,2,"2002-03-29",218700,1559,"2 Story","Above Average","Good","Common Brick","Slate","Carpet",1,1,4246,40.7505585147367,-74.1226712352381,"D9","Ward 5","NE"
3,1,"Hot Water Rad","Y",7,4,1921,2015,1986,2,"2016-01-08",911900,2276,"2 Story","Good Quality","Good","Wood Siding","Comp Shingle","Hardwood",1,1,4300,40.760792526727,-74.1737245508239,"A1","Ward 4","NW"
3,0,"Hot Water Rad","N",8,3,1931,1995,1961,2,"1999-09-30",389000,1696,"2 Story","Very Good","Good","Common Brick","Comp Shingle","Hardwood",1,1,5000,40.7672829459107,-74.2068748874647,"B2","Ward 4","NW"
1,2,"Warm Cool","Y",8,2,1939,1990,1995,1.75,"2000-08-18",257800,1710,"2 Story","Good Quality","Good","Common Brick","Comp Shingle","Hardwood",1,2,9293,40.6768912292996,-74.1059863853695,"D2","Ward 7","SE"
3,1,"Warm Cool","Y",10,4,1927,2016,1967,2,"2015-05-18",1163700,5421,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,2,17221,40.7764785672751,-74.1822541002337,"A7","Ward 4","NW"
2,1,"Hot Water Rad","Y",9,3,1937,NA,1972,2,"2013-10-09",845700,1676,"2 Story","Very Good","Good","Common Brick","Comp Shingle","Hardwood",1,1,5187,40.7328790503484,-74.2483988649792,"D4","Ward 3","NW"
3,0,"Forced Air","Y",7,3,1965,2018,1982,1,"2018-03-13",561100,1350,"Split Level","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,7178,40.6764922229546,-74.0977418175439,"D2","Ward 7","SE"
2,1,"Forced Air","Y",6,3,1913,2012,1964,2.25,"1993-09-09",128800,1594,"2 Story","Average","Good","Vinyl Siding","Comp Shingle","Hardwood/Carp",1,0,6350,40.7396430062907,-74.1228001086241,"F8","Ward 5","NE"
2,2,"Warm Cool","Y",8,4,1927,2003,1969,2.5,"2003-05-28",571500,2294,"2.5 Story Unfin","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,7000,40.788883079624,-74.1775639428139,"F1","Ward 4","NW"
5,1,"Hot Water Rad","Y",11,5,1936,1996,1969,2,"2012-08-18",1167400,3034,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,2,5875,40.7815605231318,-74.1967686021442,"B2","Ward 4","NW"
2,0,"Hot Water Rad","N",8,3,1961,NA,1969,1,"2002-09-26",232500,1282,"1 Story","Average","Average","Common Brick","Comp Shingle","Hardwood",1,0,5674,40.7828749383233,-74.1662470780592,"A7","Ward 4","NW"
4,1,"Forced Air","Y",12,5,1931,1985,1995,2,"2016-06-24",1693800,2651,"2 Story","Superior","Good","Common Brick","Slate","Hardwood",1,2,6000,40.7536717682934,-74.2353066886575,"A2","Ward 3","NW"
3,3,"Warm Cool","Y",11,4,1959,1965,1980,2.5,"1999-06-04",1301100,4118,"2.5 Story Fin","Superior","Good","Brick/Siding","Slate","Hardwood",1,3,14236,40.7513049690053,-74.2420693973045,"F2","Ward 3","NW"
2,1,"Warm Cool","Y",10,5,1940,2014,1972,2.5,"2015-08-25",1238200,2350,"2.5 Story Fin","Very Good","Good","Common Brick","Slate","Hardwood",1,2,5092,40.7745274176013,-74.208692391961,"B2","Ward 4","NW"
2,1,"Warm Cool","Y",10,4,1927,1995,1950,2.5,"1995-01-10",296900,2124,"2.5 Story Fin","Good Quality","Average","Stucco","Clay Tile","Hardwood",1,1,5390,40.7523622124571,-74.182112045462,"B8","Ward 4","NW"
2,1,"Warm Cool","Y",8,3,1962,NA,1980,2,"2016-06-11",560100,1960,"2 Story","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood",1,2,4374,40.7478873770318,-74.1193167482582,"D9","Ward 5","NE"
2,1,"Hot Water Rad","N",9,4,1926,NA,1962,2,"2000-09-22",463400,2394,"2 Story","Excellent","Average","Common Brick","Slate","Hardwood",1,1,4794,40.7406385466274,-74.2169155197751,"B4","Ward 3","NW"
2,2,"Forced Air","Y",9,4,1922,2012,1969,3,"2012-11-08",817800,2258,"3 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,5690,40.7487110312976,-74.1777419134675,"B8","Ward 4","NW"
4,0,"Warm Cool","Y",9,6,1937,1994,1969,2,"2008-06-02",963700,2018,"2 Story","Good Quality","Very Good","Common Brick","Slate","Hardwood",1,1,3000,40.752049883149,-74.2303248408517,"A2","Ward 3","NW"
1,1,"Warm Cool","Y",6,3,1979,NA,1985,1,"2015-10-05",281400,1080,"1 Story","Average","Average","Common Brick","Comp Shingle","Hardwood",1,0,4032,40.7077475591151,-74.0815110685052,"B9","Ward 7","NE"
1,2,"Hot Water Rad","N",5,3,1930,NA,1957,2,"2015-10-19",414400,2550,"2 Story","Above Average","Average","Common Brick","Metal- Sms","Hardwood",1,1,3600,40.7820946662026,-74.1642804876263,"A7","Ward 4","NW"
3,1,"Warm Cool","Y",9,4,1971,2015,1988,2,"2016-01-06",564200,2040,"2 Story","Good Quality","Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,2,8994,40.6656803568545,-74.0968733284838,"D2","Ward 7","SE"
2,0,"Warm Cool","Y",7,3,1930,NA,1950,2,"1992-04-03",290800,1575,"2 Story","Good Quality","Average","Common Brick","Built Up","Hardwood",1,1,6750,40.738340478576,-74.2517145921828,"E6","Ward 3","NW"
3,1,"Forced Air","Y",11,4,1984,2004,2004,2,"2005-08-25",1357900,2782,"2 Story","Excellent","Good","Common Brick","Comp Shingle","Hardwood",1,1,7510,40.7608183586607,-74.207954680593,"C3","Ward 3","NW"
1,1,"Hot Water Rad","Y",5,2,1938,2013,1967,1.75,"2013-07-12",307300,1047,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,2920,40.6741381769038,-74.1062697609702,"D2","Ward 7","SE"
2,1,"Warm Cool","Y",7,3,2003,2016,2008,2,"2016-06-16",400200,1594,"2 Story","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood",1,0,3207,40.646808841672,-74.1376732034358,"B7","Ward 8","SE"
1,1,"Hot Water Rad","Y",7,3,1926,NA,1972,2,"2017-05-26",951300,1299,"2 Story","Very Good","Very Good","Vinyl Siding","Comp Shingle","Hardwood",1,1,3152,40.7607795229571,-74.2185953083083,"B2","Ward 3","NW"
3,1,"Warm Cool","Y",7,3,1938,1995,1972,2,"2003-07-12",726700,2150,"2 Story","Very Good","Average","Brick/Siding","Slate","Hardwood",1,1,6492,40.7810374088274,-74.2021145543262,"B2","Ward 4","NW"
3,1,"Forced Air","Y",8,6,1931,2006,1972,2.25,"2017-08-19",1155500,2215,"2.5 Story Fin","Very Good","Good","Brick/Siding","Slate","Hardwood",1,1,4824,40.7681752869544,-74.2052036939267,"B2","Ward 4","NW"
2,0,"Forced Air","Y",7,4,1938,2011,1967,2,"2011-12-04",382400,1496,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood/Carp",1,1,5722,40.7325002251378,-74.1235364601785,"F8","Ward 5","NE"
2,1,"Warm Cool","Y",7,4,1930,1979,1969,2.25,"2014-04-23",871400,1512,"2.5 Story Fin","Good Quality","Good","Brick/Stucco","Comp Shingle","Hardwood",1,1,5200,40.7727720053553,-74.207837191004,"B2","Ward 4","NW"
1,0,"Hot Water Rad","N",5,2,1925,NA,1954,1,"2017-10-25",443600,1200,"1 Story","Average","Average","Wood Siding","Comp Shingle","Hardwood",1,0,5000,40.7678471158218,-74.1556641178516,"B3","Ward 4","NW"
6,2,"Forced Air","Y",11,6,1962,2005,2001,2,"2001-11-05",2315800,11810,"2 Story","Superior","Good","Stone","Built Up","Hardwood",1,4,73771,40.7603374678909,-74.2020804156218,"C3","Ward 3","NW"
1,1,"Forced Air","Y",8,3,1954,1990,1972,2,"1999-09-03",137100,1392,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Wood Floor",1,1,5530,40.6715353840466,-74.0864244273962,"C4","Ward 7","SE"
3,0,"Warm Cool","Y",8,4,1950,2018,1971,2,"2018-03-18",686000,1400,"2 Story","Above Average","Very Good","Common Brick","Comp Shingle","Hardwood",1,1,4840,40.7535498031454,-74.1192010230388,"D9","Ward 5","NE"
2,0,"Hot Water Rad","Y",9,3,1927,1987,1972,2,"2017-05-21",873100,1308,"2 Story","Very Good","Average","Stone","Comp Shingle","Hardwood",1,1,5426,40.7764672149819,-74.2074488358966,"B2","Ward 4","NW"
1,1,"Warm Cool","Y",7,3,1948,NA,1952,2,"2000-11-23",134600,1200,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,4463,40.7132751704363,-74.0837337948686,"D6","Ward 7","NE"
3,1,"Warm Cool","Y",7,4,1938,2007,1972,2,"2012-12-08",1145100,2600,"2 Story","Very Good","Good","Brick/Siding","Slate","Hardwood",1,2,7075,40.7827254930113,-74.2031882673146,"B2","Ward 4","NW"
1,0,"Warm Cool","Y",7,3,1925,NA,1960,1.5,"2015-12-20",826100,1609,"1.5 Story Fin","Good Quality","Good","Wood Siding","Comp Shingle","Hardwood",1,1,5000,40.7712442381237,-74.2105362065887,"B2","Ward 4","NW"
3,0,"Hot Water Rad","Y",6,2,1930,2003,1969,2,"1998-12-11",296000,1393,"2 Story","Good Quality","Good","Brick/Stucco","Comp Shingle","Hardwood",1,1,3602,40.7415070426657,-74.20326745598,"B4","Ward 3","NW"
1,1,"Forced Air","Y",6,3,1923,NA,1957,2,"2014-09-27",523400,1578,"2 Story","Above Average","Good","Vinyl Siding","Comp Shingle","Hardwood",1,1,4205,40.737391671357,-74.1229263577977,"A8","Ward 5","NE"
5,1,"Warm Cool","Y",6,5,1940,2004,1978,2,"2018-05-03",1757700,3157,"2 Story","Excellent","Good","Brick/Siding","Slate","Hardwood",1,2,6047,40.7593494667568,-74.2209141239321,"B2","Ward 3","NW"
3,1,"Hot Water Rad","Y",7,4,1917,2012,1986,1.75,"2012-10-13",737600,2214,"2 Story","Good Quality","Good","Vinyl Siding","Comp Shingle","Hardwood",1,1,5300,40.7642451774802,-74.1767088225186,"A1","Ward 4","NW"
3,1,"Forced Air","Y",5,5,1941,1998,1970,1.25,"2018-06-01",1378000,1495,"1.5 Story Fin","Very Good","Average","Brick/Stone","Clay Tile","Hardwood",1,1,7500,40.7380552546864,-74.2323778587943,"F6","Ward 3","NW"
3,0,"Hot Water Rad","Y",8,4,1930,2004,1972,2.5,"2004-05-11",654500,1794,"2.5 Story Fin","Very Good","Good","Brick/Stucco","Slate","Hardwood",1,1,5200,40.79173303435,-74.1747019417987,"F1","Ward 4","NW"
